json_path,file_name,width,height,image_id,drug_N,drug_S,item_seq,dl_idx,dl_mapping_code,dl_name,dl_company,dl_material,di_class_no,di_etc_otc_code,back_color,drug_dir,light_color,camera_la,camera_lo,size,drug_shape,dl_custom_shape,form_code_name,color_class1,color_class2,print_front,print_back,line_front,line_back,label_cids,label_names,n_ann_total,n_ann_bbox_exists,n_ann_bbox_valid,bboxes,label_cid,label_name,is_multilabel
data\train_annotations\K-001900-016551-029345-033208_json\K-001900\K-001900-016551-029345-033208_0_2_0_2_90_000_200.json,K-001900-016551-029345-033208_0_2_0_2_90_000_200.png,976,1280,285,K-001900,정상알약,198700706,1900,K-001900,보령부스파정 5mg,보령제약(주),부스피론염산염,[01170]정신신경용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,BSP,5,,,[1900],['보령부스파정 5mg'],1,1,1,"[[178, 269, 130, 200]]",1900,보령부스파정 5mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-016551\K-001900-016551-029345-033208_0_2_0_2_70_000_200.json,K-001900-016551-029345-033208_0_2_0_2_70_000_200.png,976,1280,284,K-016551,정상알약,200500254,16551,K-016551,동아가바펜틴정 800mg,동아에스티(주),가바펜틴,[01130]항전간제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,하양,,DGTH,800,,,[16551],['동아가바펜틴정 800mg'],1,1,1,"[[92, 594, 326, 476]]",16551,동아가바펜틴정 800mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-016551\K-001900-016551-029345-033208_0_2_0_2_75_000_200.json,K-001900-016551-029345-033208_0_2_0_2_75_000_200.png,976,1280,283,K-016551,정상알약,200500254,16551,K-016551,동아가바펜틴정 800mg,동아에스티(주),가바펜틴,[01130]항전간제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,하양,,DGTH,800,,,[16551],['동아가바펜틴정 800mg'],1,1,1,"[[549, 171, 310, 454]]",16551,동아가바펜틴정 800mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-016551\K-001900-016551-029345-033208_0_2_0_2_90_000_200.json,K-001900-016551-029345-033208_0_2_0_2_90_000_200.png,976,1280,285,K-016551,정상알약,200500254,16551,K-016551,동아가바펜틴정 800mg,동아에스티(주),가바펜틴,[01130]항전간제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,하양,,DGTH,800,,,[16551],['동아가바펜틴정 800mg'],1,1,1,"[[576, 189, 317, 460]]",16551,동아가바펜틴정 800mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-029345\K-001900-016551-029345-033208_0_2_0_2_70_000_200.json,K-001900-016551-029345-033208_0_2_0_2_70_000_200.png,976,1280,284,K-029345,정상알약,201200417,29345,K-029345,비모보정 500/20mg,한국아스트라제네카(주),나프록센|에스오메프라졸마그네슘삼수화물,[01140]해열.진통.소염제,전문의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,500/20,,,,[29345],['비모보정 500/20mg'],1,1,1,"[[585, 132, 274, 409]]",29345,비모보정 500/20mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-029345\K-001900-016551-029345-033208_0_2_0_2_75_000_200.json,K-001900-016551-029345-033208_0_2_0_2_75_000_200.png,976,1280,283,K-029345,정상알약,201200417,29345,K-029345,비모보정 500/20mg,한국아스트라제네카(주),나프록센|에스오메프라졸마그네슘삼수화물,[01140]해열.진통.소염제,전문의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,500/20,,,,[29345],['비모보정 500/20mg'],1,1,1,"[[91, 708, 292, 446]]",29345,비모보정 500/20mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-029345\K-001900-016551-029345-033208_0_2_0_2_90_000_200.json,K-001900-016551-029345-033208_0_2_0_2_90_000_200.png,976,1280,285,K-029345,정상알약,201200417,29345,K-029345,비모보정 500/20mg,한국아스트라제네카(주),나프록센|에스오메프라졸마그네슘삼수화물,[01140]해열.진통.소염제,전문의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,노랑,,500/20,,,,[29345],['비모보정 500/20mg'],1,1,1,"[[128, 751, 284, 441]]",29345,비모보정 500/20mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-033208\K-001900-016551-029345-033208_0_2_0_2_70_000_200.json,K-001900-016551-029345-033208_0_2_0_2_70_000_200.png,976,1280,284,K-033208,정상알약,201402463,33208,K-033208,에스원엠프정 20mg,대원제약(주),에스오메프라졸마그네슘삼수화물,[02320]소화성궤양용제,전문의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,분홍,,20S,,,,[33208],['에스원엠프정 20mg'],1,1,1,"[[113, 273, 204, 196]]",33208,에스원엠프정 20mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-033208\K-001900-016551-029345-033208_0_2_0_2_75_000_200.json,K-001900-016551-029345-033208_0_2_0_2_75_000_200.png,976,1280,283,K-033208,정상알약,201402463,33208,K-033208,에스원엠프정 20mg,대원제약(주),에스오메프라졸마그네슘삼수화물,[02320]소화성궤양용제,전문의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",필름코팅정,분홍,,20S,,,,[33208],['에스원엠프정 20mg'],1,1,1,"[[655, 804, 217, 205]]",33208,에스원엠프정 20mg,False
data\train_annotations\K-001900-016551-029345-033208_json\K-033208\K-001900-016551-029345-033208_0_2_0_2_90_000_200.json,K-001900-016551-029345-033208_0_2_0_2_90_000_200.png,976,1280,285,K-033208,정상알약,201402463,33208,K-033208,에스원엠프정 20mg,대원제약(주),에스오메프라졸마그네슘삼수화물,[02320]소화성궤양용제,전문의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",필름코팅정,분홍,,20S,,,,[33208],['에스원엠프정 20mg'],1,1,1,"[[683, 835, 212, 202]]",33208,에스원엠프정 20mg,False
data\train_annotations\K-002483-003743-012778-013395_json\K-002483\K-002483-003743-012778-013395_0_2_0_2_70_000_200.json,K-002483-003743-012778-013395_0_2_0_2_70_000_200.png,976,1280,406,K-002483,정상알약,198801531,2483,K-002483,뮤테란캡슐 100mg,한화제약(주),아세틸시스테인,[02220]진해거담제,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",초록,초록,Hanwha MUC100,,,,[2483],['뮤테란캡슐 100mg'],1,1,1,"[[62, 655, 205, 483]]",2483,뮤테란캡슐 100mg,False
data\train_annotations\K-002483-003743-012778-013395_json\K-002483\K-002483-003743-012778-013395_0_2_0_2_75_000_200.json,K-002483-003743-012778-013395_0_2_0_2_75_000_200.png,976,1280,408,K-002483,정상알약,198801531,2483,K-002483,뮤테란캡슐 100mg,한화제약(주),아세틸시스테인,[02220]진해거담제,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",초록,초록,Hanwha MUC100,,,,[2483],['뮤테란캡슐 100mg'],1,1,1,"[[656, 108, 226, 473]]",2483,뮤테란캡슐 100mg,False
data\train_annotations\K-002483-003743-012778-013395_json\K-002483\K-002483-003743-012778-013395_0_2_0_2_90_000_200.json,K-002483-003743-012778-013395_0_2_0_2_90_000_200.png,976,1280,407,K-002483,정상알약,198801531,2483,K-002483,뮤테란캡슐 100mg,한화제약(주),아세틸시스테인,[02220]진해거담제,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",초록,초록,Hanwha MUC100,,,,[2483],['뮤테란캡슐 100mg'],1,1,1,"[[665, 75, 216, 485]]",2483,뮤테란캡슐 100mg,False
data\train_annotations\K-002483-003743-012778-013395_json\K-003743\K-002483-003743-012778-013395_0_2_0_2_70_000_200.json,K-002483-003743-012778-013395_0_2_0_2_70_000_200.png,976,1280,406,K-003743,정상알약,199201106,3743,K-003743,알드린정,일양약품(주),알마게이트,[02340]제산제,일반의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",나정,하양,,ALT,,,,[3743],['알드린정'],1,1,1,"[[486, 118, 310, 305]]",3743,알드린정,False
data\train_annotations\K-002483-003743-012778-013395_json\K-003743\K-002483-003743-012778-013395_0_2_0_2_75_000_200.json,K-002483-003743-012778-013395_0_2_0_2_75_000_200.png,976,1280,408,K-003743,정상알약,199201106,3743,K-003743,알드린정,일양약품(주),알마게이트,[02340]제산제,일반의약품,연회색 배경,앞면,주백색,75,0,200,원형,"정제, 저작정",나정,하양,,ALT,,,,[3743],['알드린정'],1,1,1,"[[129, 844, 333, 334]]",3743,알드린정,False
data\train_annotations\K-002483-003743-012778-013395_json\K-003743\K-002483-003743-012778-013395_0_2_0_2_90_000_200.json,K-002483-003743-012778-013395_0_2_0_2_90_000_200.png,976,1280,407,K-003743,정상알약,199201106,3743,K-003743,알드린정,일양약품(주),알마게이트,[02340]제산제,일반의약품,연회색 배경,앞면,주백색,90,0,200,원형,"정제, 저작정",나정,하양,,ALT,,,,[3743],['알드린정'],1,1,1,"[[128, 833, 322, 323]]",3743,알드린정,False
data\train_annotations\K-002483-003743-012778-013395_json\K-012778\K-002483-003743-012778-013395_0_2_0_2_70_000_200.json,K-002483-003743-012778-013395_0_2_0_2_70_000_200.png,976,1280,406,K-012778,정상알약,200300416,12778,K-012778,다보타민큐정 10mg/병,(주)유한양행,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,갈색,,Y분할선H,,-,,[12778],['다보타민큐정 10mg/병'],1,1,1,"[[506, 606, 301, 518]]",12778,다보타민큐정 10mg/병,False
data\train_annotations\K-002483-003743-012778-013395_json\K-012778\K-002483-003743-012778-013395_0_2_0_2_75_000_200.json,K-002483-003743-012778-013395_0_2_0_2_75_000_200.png,976,1280,408,K-012778,정상알약,200300416,12778,K-012778,다보타민큐정 10mg/병,(주)유한양행,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,갈색,,Y분할선H,,-,,[12778],['다보타민큐정 10mg/병'],1,1,1,"[[127, 91, 313, 542]]",12778,다보타민큐정 10mg/병,False
data\train_annotations\K-002483-003743-012778-013395_json\K-012778\K-002483-003743-012778-013395_0_2_0_2_90_000_200.json,K-002483-003743-012778-013395_0_2_0_2_90_000_200.png,976,1280,407,K-012778,정상알약,200300416,12778,K-012778,다보타민큐정 10mg/병,(주)유한양행,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,갈색,,Y분할선H,,-,,[12778],['다보타민큐정 10mg/병'],1,1,1,"[[126, 74, 314, 525]]",12778,다보타민큐정 10mg/병,False
data\train_annotations\K-002483-003743-012778-013395_json\K-013395\K-002483-003743-012778-013395_0_2_0_2_70_000_200.json,K-002483-003743-012778-013395_0_2_0_2_70_000_200.png,976,1280,406,K-013395,정상알약,200301818,13395,K-013395,써스펜8시간이알서방정 650mg,한미약품(주),아세트아미노펜,[01140]해열.진통.소염제,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,서방형정제,서방성필름코팅정,하양,,SUSPEN  ER,,,,[13395],['써스펜8시간이알서방정 650mg'],1,1,1,"[[75, 88, 233, 480]]",13395,써스펜8시간이알서방정 650mg,False
data\train_annotations\K-002483-003743-012778-013395_json\K-013395\K-002483-003743-012778-013395_0_2_0_2_75_000_200.json,K-002483-003743-012778-013395_0_2_0_2_75_000_200.png,976,1280,408,K-013395,정상알약,200301818,13395,K-013395,써스펜8시간이알서방정 650mg,한미약품(주),아세트아미노펜,[01140]해열.진통.소염제,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,서방형정제,서방성필름코팅정,하양,,SUSPEN  ER,,,,[13395],['써스펜8시간이알서방정 650mg'],1,1,1,"[[643, 672, 251, 515]]",13395,써스펜8시간이알서방정 650mg,False
data\train_annotations\K-002483-003743-012778-013395_json\K-013395\K-002483-003743-012778-013395_0_2_0_2_90_000_200.json,K-002483-003743-012778-013395_0_2_0_2_90_000_200.png,976,1280,407,K-013395,정상알약,200301818,13395,K-013395,써스펜8시간이알서방정 650mg,한미약품(주),아세트아미노펜,[01140]해열.진통.소염제,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,서방형정제,서방성필름코팅정,하양,,SUSPEN  ER,,,,[13395],['써스펜8시간이알서방정 650mg'],1,1,1,"[[637, 675, 235, 492]]",13395,써스펜8시간이알서방정 650mg,False
data\train_annotations\K-002483-012081-012778-025438_json\K-002483\K-002483-012081-012778-025438_0_2_0_2_70_000_200.json,K-002483-012081-012778-025438_0_2_0_2_70_000_200.png,976,1280,794,K-002483,정상알약,198801531,2483,K-002483,뮤테란캡슐 100mg,한화제약(주),아세틸시스테인,[02220]진해거담제,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",초록,초록,Hanwha MUC100,,,,[2483],['뮤테란캡슐 100mg'],1,1,1,"[[70, 651, 303, 451]]",2483,뮤테란캡슐 100mg,False
data\train_annotations\K-002483-012081-012778-025438_json\K-002483\K-002483-012081-012778-025438_0_2_0_2_75_000_200.json,K-002483-012081-012778-025438_0_2_0_2_75_000_200.png,976,1280,793,K-002483,정상알약,198801531,2483,K-002483,뮤테란캡슐 100mg,한화제약(주),아세틸시스테인,[02220]진해거담제,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",초록,초록,Hanwha MUC100,,,,[2483],['뮤테란캡슐 100mg'],1,1,1,"[[566, 153, 301, 436]]",2483,뮤테란캡슐 100mg,False
data\train_annotations\K-002483-012081-012778-025438_json\K-002483\K-002483-012081-012778-025438_0_2_0_2_90_000_200.json,K-002483-012081-012778-025438_0_2_0_2_90_000_200.png,976,1280,795,K-002483,정상알약,198801531,2483,K-002483,뮤테란캡슐 100mg,한화제약(주),아세틸시스테인,[02220]진해거담제,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,경질캡슐제,"경질캡슐제, 산제",초록,초록,Hanwha MUC100,,,,[2483],['뮤테란캡슐 100mg'],1,1,1,"[[578, 122, 289, 443]]",2483,뮤테란캡슐 100mg,False
data\train_annotations\K-002483-012081-012778-025438_json\K-012081\K-002483-012081-012778-025438_0_2_0_2_70_000_200.json,K-002483-012081-012778-025438_0_2_0_2_70_000_200.png,976,1280,794,K-012081,정상알약,200202194,12081,K-012081,리렉스펜정 300mg/PTP,한미약품(주),아세트아미노펜|클로르족사존,[01140]해열.진통.소염제,일반의약품,연회색 배경,앞면,주백색,70,0,200,장방형,"정제, 저작정",나정,하양,,HMP,RP,,,[12081],['리렉스펜정 300mg/PTP'],1,1,1,"[[69, 117, 226, 427]]",12081,리렉스펜정 300mg/PTP,False
data\train_annotations\K-002483-012081-012778-025438_json\K-012081\K-002483-012081-012778-025438_0_2_0_2_75_000_200.json,K-002483-012081-012778-025438_0_2_0_2_75_000_200.png,976,1280,793,K-012081,정상알약,200202194,12081,K-012081,리렉스펜정 300mg/PTP,한미약품(주),아세트아미노펜|클로르족사존,[01140]해열.진통.소염제,일반의약품,연회색 배경,앞면,주백색,75,0,200,장방형,"정제, 저작정",나정,하양,,HMP,RP,,,[12081],['리렉스펜정 300mg/PTP'],1,1,1,"[[654, 710, 250, 466]]",12081,리렉스펜정 300mg/PTP,False
data\train_annotations\K-002483-012081-012778-025438_json\K-012081\K-002483-012081-012778-025438_0_2_0_2_90_000_200.json,K-002483-012081-012778-025438_0_2_0_2_90_000_200.png,976,1280,795,K-012081,정상알약,200202194,12081,K-012081,리렉스펜정 300mg/PTP,한미약품(주),아세트아미노펜|클로르족사존,[01140]해열.진통.소염제,일반의약품,연회색 배경,앞면,주백색,90,0,200,장방형,"정제, 저작정",나정,하양,,HMP,RP,,,[12081],['리렉스펜정 300mg/PTP'],1,1,1,"[[642, 705, 245, 447]]",12081,리렉스펜정 300mg/PTP,False
data\train_annotations\K-002483-012081-012778-025438_json\K-012778\K-002483-012081-012778-025438_0_2_0_2_70_000_200.json,K-002483-012081-012778-025438_0_2_0_2_70_000_200.png,976,1280,794,K-012778,정상알약,200300416,12778,K-012778,다보타민큐정 10mg/병,(주)유한양행,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,연회색 배경,앞면,주백색,70,0,200,타원형,"정제, 저작정",필름코팅정,갈색,,Y분할선H,,-,,[12778],['다보타민큐정 10mg/병'],1,1,1,"[[543, 641, 325, 512]]",12778,다보타민큐정 10mg/병,False
data\train_annotations\K-002483-012081-012778-025438_json\K-012778\K-002483-012081-012778-025438_0_2_0_2_75_000_200.json,K-002483-012081-012778-025438_0_2_0_2_75_000_200.png,976,1280,793,K-012778,정상알약,200300416,12778,K-012778,다보타민큐정 10mg/병,(주)유한양행,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,연회색 배경,앞면,주백색,75,0,200,타원형,"정제, 저작정",필름코팅정,갈색,,Y분할선H,,-,,[12778],['다보타민큐정 10mg/병'],1,1,1,"[[98, 88, 306, 508]]",12778,다보타민큐정 10mg/병,False
data\train_annotations\K-002483-012081-012778-025438_json\K-012778\K-002483-012081-012778-025438_0_2_0_2_90_000_200.json,K-002483-012081-012778-025438_0_2_0_2_90_000_200.png,976,1280,795,K-012778,정상알약,200300416,12778,K-012778,다보타민큐정 10mg/병,(주)유한양행,,[03160]혼합비타민제(비타민AD 혼합제제를 제외),일반의약품,연회색 배경,앞면,주백색,90,0,200,타원형,"정제, 저작정",필름코팅정,갈색,,Y분할선H,,-,,[12778],['다보타민큐정 10mg/병'],1,1,1,"[[88, 48, 317, 508]]",12778,다보타민큐정 10mg/병,False
data\train_annotations\K-002483-012081-012778-025438_json\K-025438\K-002483-012081-012778-025438_0_2_0_2_70_000_200.json,K-002483-012081-012778-025438_0_2_0_2_70_000_200.png,976,1280,794,K-025438,정상알약,200902214,25438,K-025438,큐시드정 31.5mg/PTP,(주)유한양행,라니티딘염산염|산화마그네슘|규산알루민산마그네슘|수산화알루민산마그네슘,[02340]제산제,일반의약품,연회색 배경,앞면,주백색,70,0,200,원형,"정제, 저작정",필름코팅정,연두,,Q,YH,,,[25438],['큐시드정 31.5mg/PTP'],1,1,1,"[[562, 194, 244, 255]]",25438,큐시드정 31.5mg/PTP,False
